img1,img2,label,cosine,id1,id2,pair_type
Aaron_Sorkin_0001.jpg,Aaron_Sorkin_0002.jpg,1,0.473561,Aaron_Sorkin,Aaron_Sorkin,positive
Abbas_Kiarostami_0001.jpg,Abbas_Kiarostami_0002.jpg,1,0.103407,Abbas_Kiarostami,Abbas_Kiarostami,positive
Abdullah_0001.jpg,Abdullah_0003.jpg,1,-0.031193,Abdullah,Abdullah,positive
Abid_Hamid_Mahmud_Al-Tikriti_0001.jpg,Abid_Hamid_Mahmud_Al-Tikriti_0002.jpg,1,0.574542,Abid_Hamid_Mahmud_Al-Tikriti,Abid_Hamid_Mahmud_Al-Tikriti,positive
Adam_Freier_0001.jpg,Adam_Freier_0003.jpg,1,0.693582,Adam_Freier,Adam_Freier,positive
Alan_Ball_0003.jpg,Alan_Ball_0004.jpg,1,0.648944,Alan_Ball,Alan_Ball,positive
Alan_Ball_0001.jpg,Alan_Ball_0003.jpg,1,0.661552,Alan_Ball,Alan_Ball,positive
Albert_Costa_0001.jpg,Albert_Costa_0003.jpg,1,0.670176,Albert_Costa,Albert_Costa,positive
Ali_Khamenei_0001.jpg,Ali_Khamenei_0002.jpg,1,0.302124,Ali_Khamenei,Ali_Khamenei,positive
Amy_Pascal_0001.jpg,Amy_Pascal_0003.jpg,1,0.557431,Amy_Pascal,Amy_Pascal,positive
Amy_Redford_0001.jpg,Amy_Redford_0002.jpg,1,0.503773,Amy_Redford,Amy_Redford,positive
Anderson_Varejao_0001.jpg,Anderson_Varejao_0003.jpg,1,0.583291,Anderson_Varejao,Anderson_Varejao,positive
Anderson_Varejao_0001.jpg,Anderson_Varejao_0004.jpg,1,0.514459,Anderson_Varejao,Anderson_Varejao,positive
Andrei_Nikolishin_0001.jpg,Andrei_Nikolishin_0003.jpg,1,0.715475,Andrei_Nikolishin,Andrei_Nikolishin,positive
Andrei_Nikolishin_0003.jpg,Andrei_Nikolishin_0004.jpg,1,0.636321,Andrei_Nikolishin,Andrei_Nikolishin,positive
Andrew_Fastow_0001.jpg,Andrew_Fastow_0002.jpg,1,0.671392,Andrew_Fastow,Andrew_Fastow,positive
Andrew_Luster_0001.jpg,Andrew_Luster_0003.jpg,1,0.618148,Andrew_Luster,Andrew_Luster,positive
Anita_DeFrantz_0001.jpg,Anita_DeFrantz_0002.jpg,1,0.530053,Anita_DeFrantz,Anita_DeFrantz,positive
Anjum_Hussain_0001.jpg,Anjum_Hussain_0002.jpg,1,0.129145,Anjum_Hussain,Anjum_Hussain,positive
Antonio_Banderas_0001.jpg,Antonio_Banderas_0003.jpg,1,0.487993,Antonio_Banderas,Antonio_Banderas,positive
Antonio_Catania_0001.jpg,Antonio_Catania_0002.jpg,1,0.425115,Antonio_Catania,Antonio_Catania,positive
Aretha_Franklin_0001.jpg,Aretha_Franklin_0003.jpg,1,0.491616,Aretha_Franklin,Aretha_Franklin,positive
Aretha_Franklin_0003.jpg,Aretha_Franklin_0004.jpg,1,0.755873,Aretha_Franklin,Aretha_Franklin,positive
Arye_Mekel_0001.jpg,Arye_Mekel_0002.jpg,1,0.769200,Arye_Mekel,Arye_Mekel,positive
Babe_Ruth_0003.jpg,Babe_Ruth_0004.jpg,1,0.583222,Babe_Ruth,Babe_Ruth,positive
Babe_Ruth_0001.jpg,Babe_Ruth_0003.jpg,1,0.542388,Babe_Ruth,Babe_Ruth,positive
Barry_Bonds_0003.jpg,Barry_Bonds_0004.jpg,1,0.641698,Barry_Bonds,Barry_Bonds,positive
Barry_Bonds_0001.jpg,Barry_Bonds_0004.jpg,1,0.481068,Barry_Bonds,Barry_Bonds,positive
Barry_Switzer_0001.jpg,Barry_Switzer_0003.jpg,1,0.512808,Barry_Switzer,Barry_Switzer,positive
Barry_Switzer_0003.jpg,Barry_Switzer_0004.jpg,1,0.665139,Barry_Switzer,Barry_Switzer,positive
Bernard_Giraudeau_0001.jpg,Bernard_Giraudeau_0003.jpg,1,0.575496,Bernard_Giraudeau,Bernard_Giraudeau,positive
Bernard_Landry_0001.jpg,Bernard_Landry_0002.jpg,1,0.519075,Bernard_Landry,Bernard_Landry,positive
Biljana_Plavsic_0001.jpg,Biljana_Plavsic_0003.jpg,1,0.760997,Biljana_Plavsic,Biljana_Plavsic,positive
Bill_Cartwright_0001.jpg,Bill_Cartwright_0003.jpg,1,0.420328,Bill_Cartwright,Bill_Cartwright,positive
Bill_Cartwright_0003.jpg,Bill_Cartwright_0004.jpg,1,0.684549,Bill_Cartwright,Bill_Cartwright,positive
Bill_Lerach_0001.jpg,Bill_Lerach_0003.jpg,1,0.507196,Bill_Lerach,Bill_Lerach,positive
Bob_Hope_0001.jpg,Bob_Hope_0003.jpg,1,0.421390,Bob_Hope,Bob_Hope,positive
Bob_Hope_0003.jpg,Bob_Hope_0004.jpg,1,0.635558,Bob_Hope,Bob_Hope,positive
Bob_Menendez_0003.jpg,Bob_Menendez_0004.jpg,1,0.644635,Bob_Menendez,Bob_Menendez,positive
Bob_Menendez_0001.jpg,Bob_Menendez_0003.jpg,1,0.652350,Bob_Menendez,Bob_Menendez,positive
Bob_Riley_0001.jpg,Bob_Riley_0003.jpg,1,0.607910,Bob_Riley,Bob_Riley,positive
Brad_Wilk_0003.jpg,Brad_Wilk_0004.jpg,1,0.814316,Brad_Wilk,Brad_Wilk,positive
Brad_Wilk_0001.jpg,Brad_Wilk_0004.jpg,1,0.656520,Brad_Wilk,Brad_Wilk,positive
Bridget_Fonda_0001.jpg,Bridget_Fonda_0002.jpg,1,0.475416,Bridget_Fonda,Bridget_Fonda,positive
Cari_Davis_0001.jpg,Cari_Davis_0002.jpg,1,0.454405,Cari_Davis,Cari_Davis,positive
Carin_Koch_0001.jpg,Carin_Koch_0003.jpg,1,0.701742,Carin_Koch,Carin_Koch,positive
Carin_Koch_0001.jpg,Carin_Koch_0004.jpg,1,0.546858,Carin_Koch,Carin_Koch,positive
Carlos_Ruiz_0001.jpg,Carlos_Ruiz_0002.jpg,1,0.624355,Carlos_Ruiz,Carlos_Ruiz,positive
Carly_Fiorina_0003.jpg,Carly_Fiorina_0004.jpg,1,0.304053,Carly_Fiorina,Carly_Fiorina,positive
Carly_Fiorina_0001.jpg,Carly_Fiorina_0004.jpg,1,0.344858,Carly_Fiorina,Carly_Fiorina,positive
Catherine_Woodard_0001.jpg,Catherine_Woodard_0002.jpg,1,0.123893,Catherine_Woodard,Catherine_Woodard,positive
Chan_Ho_Park_0001.jpg,Chan_Ho_Park_0003.jpg,1,0.655569,Chan_Ho_Park,Chan_Ho_Park,positive
Chance_Mock_0001.jpg,Chance_Mock_0002.jpg,1,0.267492,Chance_Mock,Chance_Mock,positive
Charles_Taylor_0001.jpg,Charles_Taylor_0002.jpg,1,0.611648,Charles_Taylor,Charles_Taylor,positive
Chea_Sophara_0001.jpg,Chea_Sophara_0002.jpg,1,0.662940,Chea_Sophara,Chea_Sophara,positive
Cherie_Blair_0001.jpg,Cherie_Blair_0003.jpg,1,0.513781,Cherie_Blair,Cherie_Blair,positive
Chris_Cirino_0001.jpg,Chris_Cirino_0002.jpg,1,0.027406,Chris_Cirino,Chris_Cirino,positive
Chuck_Yeager_0001.jpg,Chuck_Yeager_0003.jpg,1,0.405039,Chuck_Yeager,Chuck_Yeager,positive
Chuck_Yeager_0003.jpg,Chuck_Yeager_0004.jpg,1,0.723641,Chuck_Yeager,Chuck_Yeager,positive
Chung_Mong-joon_0001.jpg,Chung_Mong-joon_0002.jpg,1,0.643135,Chung_Mong-joon,Chung_Mong-joon,positive
Claire_Leger_0001.jpg,Claire_Leger_0002.jpg,1,0.187992,Claire_Leger,Claire_Leger,positive
Claude_Jorda_0003.jpg,Claude_Jorda_0004.jpg,1,0.586411,Claude_Jorda,Claude_Jorda,positive
Claude_Jorda_0001.jpg,Claude_Jorda_0004.jpg,1,0.113918,Claude_Jorda,Claude_Jorda,positive
Colleen_Atwood_0001.jpg,Colleen_Atwood_0003.jpg,1,0.641390,Colleen_Atwood,Colleen_Atwood,positive
Craig_Morgan_0001.jpg,Craig_Morgan_0003.jpg,1,0.621835,Craig_Morgan,Craig_Morgan,positive
Dan_Duquette_0001.jpg,Dan_Duquette_0003.jpg,1,0.600171,Dan_Duquette,Dan_Duquette,positive
Daniel_Ortega_0001.jpg,Daniel_Ortega_0004.jpg,1,0.579125,Daniel_Ortega,Daniel_Ortega,positive
Daniel_Ortega_0003.jpg,Daniel_Ortega_0004.jpg,1,0.770140,Daniel_Ortega,Daniel_Ortega,positive
Daniel_Patrick_Moynihan_0001.jpg,Daniel_Patrick_Moynihan_0003.jpg,1,0.614438,Daniel_Patrick_Moynihan,Daniel_Patrick_Moynihan,positive
Daniel_Patrick_Moynihan_0003.jpg,Daniel_Patrick_Moynihan_0004.jpg,1,0.692682,Daniel_Patrick_Moynihan,Daniel_Patrick_Moynihan,positive
Daniell_Sunjata_0001.jpg,Daniell_Sunjata_0003.jpg,1,0.755465,Daniell_Sunjata,Daniell_Sunjata,positive
Danny_Ainge_0001.jpg,Danny_Ainge_0004.jpg,1,0.570391,Danny_Ainge,Danny_Ainge,positive
Danny_Ainge_0001.jpg,Danny_Ainge_0003.jpg,1,0.515151,Danny_Ainge,Danny_Ainge,positive
Darren_Clarke_0001.jpg,Darren_Clarke_0002.jpg,1,0.453480,Darren_Clarke,Darren_Clarke,positive
David_Caraway_0001.jpg,David_Caraway_0002.jpg,1,0.134759,David_Caraway,David_Caraway,positive
David_Scott_Morris_0001.jpg,David_Scott_Morris_0002.jpg,1,0.692208,David_Scott_Morris,David_Scott_Morris,positive
David_Zeplowitz_0001.jpg,David_Zeplowitz_0002.jpg,1,0.619390,David_Zeplowitz,David_Zeplowitz,positive
Dawn_Staley_0001.jpg,Dawn_Staley_0003.jpg,1,0.640120,Dawn_Staley,Dawn_Staley,positive
Dawn_Staley_0001.jpg,Dawn_Staley_0004.jpg,1,0.610855,Dawn_Staley,Dawn_Staley,positive
Debra_Yang_0001.jpg,Debra_Yang_0003.jpg,1,0.615713,Debra_Yang,Debra_Yang,positive
Debra_Yang_0001.jpg,Debra_Yang_0004.jpg,1,0.556493,Debra_Yang,Debra_Yang,positive
Denis_Fassou-Nguesso_0001.jpg,Denis_Fassou-Nguesso_0003.jpg,1,0.629359,Denis_Fassou-Nguesso,Denis_Fassou-Nguesso,positive
Diane_Lane_0001.jpg,Diane_Lane_0004.jpg,1,0.596056,Diane_Lane,Diane_Lane,positive
Diane_Lane_0003.jpg,Diane_Lane_0004.jpg,1,0.593522,Diane_Lane,Diane_Lane,positive
Dick_Smothers_0001.jpg,Dick_Smothers_0002.jpg,1,0.499316,Dick_Smothers,Dick_Smothers,positive
Dino_de_Laurentis_0001.jpg,Dino_de_Laurentis_0003.jpg,1,0.395521,Dino_de_Laurentis,Dino_de_Laurentis,positive
Dita_Von_Tesse_0001.jpg,Dita_Von_Tesse_0002.jpg,1,0.681378,Dita_Von_Tesse,Dita_Von_Tesse,positive
Don_Henley_0001.jpg,Don_Henley_0003.jpg,1,0.569831,Don_Henley,Don_Henley,positive
Don_Henley_0001.jpg,Don_Henley_0004.jpg,1,0.494156,Don_Henley,Don_Henley,positive
Don_Nickles_0001.jpg,Don_Nickles_0003.jpg,1,0.696374,Don_Nickles,Don_Nickles,positive
Donald_Regan_0001.jpg,Donald_Regan_0002.jpg,1,0.552876,Donald_Regan,Donald_Regan,positive
Doris_Schroeder_0001.jpg,Doris_Schroeder_0003.jpg,1,0.580470,Doris_Schroeder,Doris_Schroeder,positive
